id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
2662,Vårdcentral Bäckagård,2 - 4 läkare,42,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentral Bäckagård
2663,Vårdcentral Falkenberg,,42,Offentlig,,,Primärvård,2,,Vårdcentral Falkenberg
2664,Läjeskliniken,2 - 4 läkare,42,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Läjeskliniken
2665,"Kattegattkliniken, Eldsberga",2 - 4 läkare,42,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Kattegattkliniken, Eldsberga"
2666,Vårdcentral Ullared,2 - 4 läkare,42,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Ullared
2667,Vårdcentral Vessigebro,1 läkare,42,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Vårdcentral Vessigebro
2668,"Vårdcentral Håsten, Varberg",2 - 4 läkare,42,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentral Håsten, Varberg"
2669,Capio Husläkarna Vallda,5 - 7 läkare,42,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Capio Husläkarna Vallda
2670,Vårdcentral Hertig Knut,5 - 7 läkare,42,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentral Hertig Knut
2671,Vårdcentral Torup,2 - 4 läkare,42,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Vårdcentral Torup
2672,"Husläkarna Varmbadhuset, Varberg",2 - 4 läkare,42,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Husläkarna Varmbadhuset, Varberg"
2673,"Vårdcentral Centrum, Laholm",5 - 7 läkare,42,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentral Centrum, Laholm"
2674,Läkargruppen Tre Hjärtan,1 läkare,42,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Läkargruppen Tre Hjärtan
2675,Vårdcentral Särö,5 - 7 läkare,42,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Särö
2676,Familjeläkarna Skrea,2 - 4 läkare,42,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Familjeläkarna Skrea
2677,Amadeuskliniken Söndrum,5 - 7 läkare,42,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Amadeuskliniken Söndrum
2678,Vårdcentral Nyhem,2 - 4 läkare,42,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentral Nyhem
2679,Vårdcentral Andersberg,2 - 4 läkare,42,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Andersberg
2680,Amadeuskliniken Fyllinge,2 - 4 läkare,42,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Amadeuskliniken Fyllinge
3384,Rävlanda vårdcentral,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Rävlanda vårdcentral
3385,Hjortmossens Läkarhus,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hjortmossens Läkarhus
3386,Närhälsan Kyrkbyn vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Kyrkbyn vårdcentral
3387,Vårdcentralen Läkarhuset,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Läkarhuset
3388,Aleris Torggatans Läkarmottagning,1 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Aleris Torggatans Läkarmottagning
3389,Närhälsan Skogslyckan vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Skogslyckan vårdcentral
3390,Carema Vårdcentral Orust,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Orust
3391,Närhälsan Viskafors vårdcentral,1 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Viskafors vårdcentral
3392,Medpro Clinic Lilla Edet Vårdcentral AB,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Medpro Clinic Lilla Edet Vårdcentral AB
3393,Närhälsan Landvetter vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Landvetter vårdcentral
3394,Kvarterskliniken Tanum,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kvarterskliniken Tanum
3395,Vårdcentralen Kurhälsan - Falköping,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kurhälsan - Falköping
3396,Sävedalens Vårdcentral,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Sävedalens Vårdcentral
3397,Fredriksdals Läkarhus,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Fredriksdals Läkarhus
3398,Brämhults Vårdcentral,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Brämhults Vårdcentral
3399,"Allemanshälsans vårdcentral, Västra Frölunda",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Allemanshälsans vårdcentral, Västra Frölunda"
3400,"Ekenhälsan, Kållered",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Ekenhälsan, Kållered"
3401,Capio Citykliniken Amhult -Torslanda,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Citykliniken Amhult -Torslanda
3402,Närhälsan Sörhaga vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Sörhaga vårdcentral
3403,Närhälsan Styrsö vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Styrsö vårdcentral
3404,Närhälsan Slottsskogen vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Slottsskogen vårdcentral
3405,Hagaklinikens vårdcentral,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Hagaklinikens vårdcentral
3406,Närhälsan Olskroken vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Olskroken vårdcentral
3407,Närhälsan Ljungskile vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Ljungskile vårdcentral
3408,Närhälsan Södra Ryd vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Södra Ryd vårdcentral
3409,"Allemanshälsans vårdcentral, Sävedalen",1 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Allemanshälsans vårdcentral, Sävedalen"
3410,Kinnekullehälsan Vårdcentral Mariestad,5 - 7 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Kinnekullehälsan Vårdcentral Mariestad
3411,Närhälsan Tibro vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Närhälsan Tibro vårdcentral
3412,Närhälsan Mellerud vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Mellerud vårdcentral
3413,Capio Citykliniken Lundby sjukhus,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Citykliniken Lundby sjukhus
3414,Nötkärnan Kortedala Vårdcentral och BVC,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nötkärnan Kortedala Vårdcentral och BVC
3415,"Centrumpraktiken, Kungälv",5 - 7 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Centrumpraktiken, Kungälv"
3416,Närhälsan Sandared vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Sandared vårdcentral
3417,Närhälsan Opaltorget vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Opaltorget vårdcentral
3418,Närhälsan Sylte vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Sylte vårdcentral
3419,Kungsportsläkarna,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kungsportsläkarna
3420,Närhälsan Brastad vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Brastad vårdcentral
3421,Närhälsan Guldvingen vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Närhälsan Guldvingen vårdcentral
3422,Närhälsan Herrljunga vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Herrljunga vårdcentral
3423,Närhälsan Gibraltargatan vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Gibraltargatan vårdcentral
3424,Vårdcentralen Fritsla (Medhelp AB ),2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Fritsla (Medhelp AB )
3425,Närhälsan Fristad vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Fristad vårdcentral
3426,Närhälsan Tidan vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Tidan vårdcentral
3427,Selmas Läkarhus,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Selmas Läkarhus
3428,"Hälsans Hus, Landvetter",1 läkare,51,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Hälsans Hus, Landvetter"
3429,Sotenäs Vårdcentral i Hunnebostrand,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Sotenäs Vårdcentral i Hunnebostrand
3430,"Allemanshälsans vårdcentral, Gamlestaden",1 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Allemanshälsans vårdcentral, Gamlestaden"
3431,Närhälsan Hjällbo vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Hjällbo vårdcentral
3432,Nötkärnan Friskväderstorgets Vårdcentral och BVC,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nötkärnan Friskväderstorgets Vårdcentral och BVC
3433,Närhälsan Färgelanda vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Färgelanda vårdcentral
3434,"Sävelången Familjeläkare och BVC, Alingsås",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Sävelången Familjeläkare och BVC, Alingsås"
3435,"Vårdcentralen Kusten, Ytterby",8 eller fler läkare,51,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Kusten, Ytterby"
3436,Närhälsan Mariestad vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Mariestad vårdcentral
3437,Närhälsan Tranemo vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Tranemo vårdcentral
3438,Billdals vårdcentral,,51,Privat,,,Primärvård,2,,Billdals vårdcentral
3439,Närhälsan Dalaberg vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Dalaberg vårdcentral
3440,Capio Vårdcentral Noltorp,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Noltorp
3441,Närhälsan Ulricehamn vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Ulricehamn vårdcentral
3442,Närhälsan Svenljunga vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Närhälsan Svenljunga vårdcentral
3443,Backa läkarhus,8 eller fler läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Backa läkarhus
3444,Vårdcentralen Bohus,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Bohus
3445,"Medical Center Vårdcentral och BVC, Göteborg",,51,Privat,,,Primärvård,2,,"Medical Center Vårdcentral och BVC, Göteborg"
3446,Capio vårdcentral Sävedalen,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio vårdcentral Sävedalen
3447,Närhälsan Vargön vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Vargön vårdcentral
3448,Närhälsa Boda vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsa Boda vårdcentral
3449,Läkargruppen Mölndalsbro KB,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Läkargruppen Mölndalsbro KB
3450,Närhälsan Askim vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Askim vårdcentral
3451,Närhälsan Frölunda vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Frölunda vårdcentral
3452,Närhälsan Bollebygd vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Bollebygd vårdcentral
3453,Närhälsan Hindås vårdcentral,1 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Hindås vårdcentral
3454,Kvarterskliniken Lorensberg,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kvarterskliniken Lorensberg
3455,Närhälsan Trandared vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Trandared vårdcentral
3456,Närhälsan Angered vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Angered vårdcentral
3457,Närhälsan Heimdal vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Heimdal vårdcentral
3458,Närhälsan Dalsjöfors vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Dalsjöfors vårdcentral
3459,Närhälsan Töreboda vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Töreboda vårdcentral
3460,Akutläkarna Frölunda,,51,Privat,,,Primärvård,2,,Akutläkarna Frölunda
3461,Närhälsan Furulund vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Furulund vårdcentral
3462,"Vårdcentralen Kusten, Marstrand",1 läkare,51,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Kusten, Marstrand"
3463,Nötkärnan Bergsjön Vårdcentral och BVC,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nötkärnan Bergsjön Vårdcentral och BVC
3464,Närhälsan Herrestad vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Närhälsan Herrestad vårdcentral
3465,Närhälsan Solgärde vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Solgärde vårdcentral
3466,Närhälsan Tuve vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Tuve vårdcentral
3467,Kvarterskliniken Lilla Torget,,51,Privat,,,Primärvård,2,,Kvarterskliniken Lilla Torget
3468,"Vårdcentralen Kusten, Kärna",1 läkare,51,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Kusten, Kärna"
3469,Capio Citykliniken Gårda,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Citykliniken Gårda
3470,Vårdecentralen Torpa,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdecentralen Torpa
3471,Maria Alberts vårdcentral,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Maria Alberts vårdcentral
3472,Närhälsan Skene vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Skene vårdcentral
3473,Vårdcentralen Herkules,8 eller fler läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Herkules
3474,Närhälsan Vara-Kvänum vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Vara-Kvänum vårdcentral
3475,Närhälsan Södra Torget vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Södra Torget vårdcentral
3476,Närhälsan Torslanda vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Torslanda vårdcentral
3477,Närhälsan Kärra vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Kärra vårdcentral
3478,Närhälsan Horred vårdcentral,2 - 4 läkare,51,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Närhälsan Horred vårdcentral
3479,Närhälsan Gullspång/Hova vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Närhälsan Gullspång/Hova vårdcentral
3480,Kvarterskliniken Husaren,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kvarterskliniken Husaren
3481,Torslanda Läkarhus,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Torslanda Läkarhus
3482,Vårdcentral Sjuntorp,2 - 4 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentral Sjuntorp
3483,Närhälsan Nossebro vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Nossebro vårdcentral
3484,Vårdcentralen Carlanderska,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Carlanderska
3485,Närhälsan Högsbo vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Högsbo vårdcentral
3486,Almö Läkarhus,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Almö Läkarhus
3487,Närhälsan Gamlestadstorget vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Närhälsan Gamlestadstorget vårdcentral
3488,"Johannesvården - vårdcentral och BVC, Västra Frölunda",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Johannesvården - vårdcentral och BVC, Västra Frölunda"
3489,Närhälsan Sätila vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Närhälsan Sätila vårdcentral
3490,Närhälsan Oden vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Oden vårdcentral
3491,Närhälsan Torpavallen vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Torpavallen vårdcentral
3492,Angereds Läkarhus,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Angereds Läkarhus
3493,Nödinge vårdcentral,5 - 7 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Nödinge vårdcentral
3494,Medpro Clinic Brålanda vårdcentral,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Medpro Clinic Brålanda vårdcentral
3495,Närhälsan Bäckefors vårdcentral,1 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Bäckefors vårdcentral
3496,Nötkärnan Kållereds Familjeläkare och BVC,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nötkärnan Kållereds Familjeläkare och BVC
3497,Närhälsan Nordmanna vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Nordmanna vårdcentral
3498,Närhälsan Karlsborg vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Karlsborg vårdcentral
3499,Hälsocentralen i Hjo,,51,Privat,,,Primärvård,2,,Hälsocentralen i Hjo
3500,Carema Vårdcentral Grästorp,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Grästorp
3501,Närhälsan Sjöbo vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Sjöbo vårdcentral
3502,Närhälsan Dals-Ed vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Dals-Ed vårdcentral
3503,Närhälsan Bjurslätt vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Närhälsan Bjurslätt vårdcentral
3504,Närhälsan Gråbo vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Gråbo vårdcentral
3505,"Vårdcentralen Centrum, Skövde",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Centrum, Skövde"
3506,Närhälsan Eriksberg vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Eriksberg vårdcentral
3507,Närhälsan Backa vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Backa vårdcentral
3508,Backa Läkarhusgruppen Stenungsund,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Backa Läkarhusgruppen Stenungsund
3509,Närhälsan Norrmalm vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Närhälsan Norrmalm vårdcentral
3510,Carema Vårdcentral Noltorp,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Noltorp
3511,Achima Care Uddevalla vårdcentral,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Achima Care Uddevalla vårdcentral
3512,Närhälsan Mölnlycke vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Mölnlycke vårdcentral
3513,Närhälsan Tanumshede vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Tanumshede vårdcentral
3514,Närhälsan Floby vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Floby vårdcentral
3515,Närhälsan Lindome vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Lindome vårdcentral
3516,Närhälsan Bengtsfors vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Bengtsfors vårdcentral
3517,"Allemanshälsans vårdcentral, Jungfruplatsen",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Allemanshälsans vårdcentral, Jungfruplatsen"
3518,Närhälsan Dagson vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Dagson vårdcentral
3519,Hönö vårdcentral,5 - 7 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Hönö vårdcentral
3520,Närhälsan Lysekil vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Lysekil vårdcentral
3521,Citysjukhuset +7 Vårdcentral,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Citysjukhuset +7 Vårdcentral
3522,Närhälsan Källstorp vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Källstorp vårdcentral
3523,Kvarterskliniken Almedal,,51,Privat,,,Primärvård,2,,Kvarterskliniken Almedal
3524,Närhälsan Partille vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Partille vårdcentral
